ToyCar
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.6830999999999999,0.6326315789473684,0.5952380952380952,0.5,0.5434782608695652
01,source,0.6311,0.6168421052631579,0.84375,0.27,0.4090909090909091
02,source,0.5093000000000001,0.47368421052631576,0.2702702702702703,0.1,0.14598540145985403
00,target,0.4933,0.5052631578947369,0.5,0.02,0.038461538461538464
01,target,0.6785000000000001,0.5805263157894737,0.75,0.33,0.4583333333333333
02,target,0.37089999999999995,0.5063157894736842,0.5,0.08,0.13793103448275865
arithmetic mean,,0.5610333333333334,0.5525438596491228,0.576543060918061,0.21666666666666667,0.2888800796163265
harmonic mean,,0.5352804889525953,0.5459625987098221,0.5042644586938928,0.07386069259942388,0.1288486483906934

ToyTrain
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.6082000000000001,0.588421052631579,0.0,0.0,0.0
01,source,0.6052,0.56,0.0,0.0,0.0
02,source,0.6749,0.47368421052631576,0.07692307692307693,0.01,0.01769911504424779
00,target,0.4654,0.5094736842105263,0.0,0.0,0.0
01,target,0.4556,0.48368421052631577,0.0,0.0,0.0
02,target,0.5112,0.5294736842105263,0.7272727272727273,0.08,0.14414414414414414
arithmetic mean,,0.5534166666666667,0.5241228070175439,0.13403263403263402,0.015,0.026973876531398655
harmonic mean,,0.5416129361185965,0.5210490227942653,3.3306690738754676e-16,3.330669073875449e-16,3.330669073875458e-16

fan
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.40669999999999995,0.4926315789473684,0.41025641025641024,0.16,0.23021582733812948
01,source,0.8201,0.7984210526315789,0.9242424242424242,0.61,0.7349397590361445
02,source,0.8135000000000001,0.7689473684210526,0.8181818181818182,0.63,0.711864406779661
00,target,0.5175,0.5342105263157895,0.5217391304347826,0.36,0.4260355029585799
01,target,0.8411,0.6921052631578948,0.518324607329843,0.99,0.6804123711340206
02,target,0.6367,0.7273684210526316,0.49230769230769234,0.64,0.5565217391304347
arithmetic mean,,0.6726000000000001,0.6689473684210526,0.6141753471254952,0.5650000000000001,0.5566649343961617
harmonic mean,,0.6250443088983944,0.646937039061143,0.5650303277502204,0.40466648884058226,0.47158830452386935

gearbox
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.8208547008547008,0.7189126662810873,0.4619289340101523,0.8666666666666667,0.6026490066225166
01,source,0.6675240054869686,0.6128438379900368,0.6811594202898551,0.4351851851851852,0.5310734463276836
02,source,0.7372517444981214,0.5948102946577394,0.656084656084656,0.8985507246376812,0.7584097859327217
00,target,0.7744020061728395,0.6825251786874594,0.648854961832061,0.7870370370370371,0.7112970711297071
01,target,0.6704389574759945,0.5923579524944047,0.7361111111111112,0.49074074074074076,0.588888888888889
02,target,0.7342857142857143,0.5889724310776943,0.6358024691358025,0.8583333333333333,0.7304964539007093
arithmetic mean,,0.7341261881290565,0.6317370601980703,0.6366569254106064,0.722752281266774,0.6538024421337045
harmonic mean,,0.7301533879566544,0.6279353963284351,0.6230790738123589,0.6638641018014437,0.642825320535902

pump
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.7092,0.5747368421052632,0.5497076023391813,0.94,0.6937269372693726
01,source,0.9043,0.84,0.9767441860465116,0.42,0.5874125874125874
02,source,0.6476999999999999,0.5584210526315789,0.5565217391304348,0.64,0.5953488372093023
00,target,0.7126999999999999,0.6547368421052632,0.5521472392638037,0.9,0.6844106463878327
01,target,0.8200999999999999,0.6489473684210526,0.86,0.43,0.5733333333333333
02,target,0.5492,0.52,0.5365853658536586,0.44,0.4835164835164836
arithmetic mean,,0.7238666666666668,0.6328070175438597,0.6719510221055982,0.6283333333333333,0.6029581375214853
harmonic mean,,0.7056249612433229,0.6177586148980934,0.6330869182640207,0.5598737400241337,0.5942337464798689

slider
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.8639,0.6668421052631579,0.8939393939393939,0.59,0.7108433734939759
01,source,0.8612000000000001,0.6131578947368421,0.8055555555555556,0.29,0.4264705882352941
02,source,0.8186274509803921,0.7959470869687588,0.9315068493150684,0.6666666666666666,0.7771428571428571
00,target,0.7193,0.5294736842105263,0.5333333333333333,0.96,0.6857142857142858
01,target,0.591530612244898,0.5548872180451128,0.47953216374269003,0.82,0.6051660516605165
02,target,0.5812187620146098,0.518201501446812,0.4857142857142857,0.8333333333333334,0.6137184115523466
arithmetic mean,,0.7392961375399834,0.6130849151118684,0.6882635969333877,0.6933333333333332,0.6365092612998793
harmonic mean,,0.7192897965131466,0.5995528025686684,0.6347364489801526,0.5938024847672165,0.6135875229074991

valve
section,domain,AUC,pAUC,precision,recall,F1 score
00,source,0.6543000000000001,0.6373684210526316,0.8070175438596491,0.46,0.5859872611464968
01,source,0.6297999999999999,0.5389473684210526,0.6301369863013698,0.46,0.5317919075144509
02,source,0.6306999999999999,0.5410526315789473,0.8,0.08,0.14545454545454545
00,target,0.5558000000000001,0.651578947368421,0.7636363636363637,0.42,0.5419354838709678
01,target,0.7324999999999999,0.5978947368421053,0.5050505050505051,1.0,0.6711409395973155
02,target,0.5105999999999999,0.49105263157894735,0.25,0.02,0.037037037037037035
arithmetic mean,,0.61895,0.5763157894736841,0.625973566474648,0.4066666666666667,0.4188911957701356
harmonic mean,,0.6107135823047434,0.5705385695267489,0.5279082773030408,0.08543506139355256,0.14706893589941053

,,AUC,pAUC,precision,recall,F1 score
"arithmetic mean over all machine types, sections, and domains",,0.6576127131908154,0.5999369739164572,0.56394230757149,0.4639646116095391,0.45495427532415583
